Id,Name,ShortDetail,LongDetail,RegularPrice,OfferPrice,Image,URL
11,Áo nữ HeraGD SAK18022 tay ngắn màu hồng,"<ul><li>Chất liệu vải lụa nhuyễn</li><li>Áo cổ xẻ V, tay ngắn phối lưới ô</li><li>Xuất xứ: Việt Nam</li></ul>","<p><strong>Áo nữ HeraDG SAK18022 tay ngắn màu hồng</strong> được may từ chất liệu vải lụa nhuyễn mềm mại, đường may tinh tế, vô cùng thoải mái nhẹ nhàng khi mặc. Thiết kế cổ xẻ V, tay ngắn phối lưới ô tạo điểm nhấn, mang lại sự thanh lịch duyên dáng cho phái đẹp.</p><p style=""text-align: center;""><img alt="""" data-src=""https://media.static-adayroi.com/sys_master/h34/h9c/16065759084574.jpg"" style=""text-align: center; width: 762px; height: 1100px;""/></p><p><strong>Hướng dẫn bảo quản</strong></p><ul><li>Giặt máy ở chế độ êm dịu</li><li>Ưu tiên giặt tay ở nhiệt độ nước không quá 30 độ C</li><li>Không tẩy</li><li>Sấy khô ở nhiệt độ thấp</li><li>Ủi ở nhiệt độ thấp</li><li>Không phơi trực tiếp dưới ánh nắng mặt trời</li></ul><p><strong>Thông tin thương hiệu</strong></p><p>HeraDG là thương hiệu thời trang thuộc Tổng Công ty Đức Giang ra mắt tháng 7 năm 2014. HeraDG nhắm tới đối tượng khách hàng trung và cao cấp với ba phong cách riêng biệt: Thời trang trẻ dành cho các bạn nữ hiện đại năng động, cá tính; Thời trang công sở dành cho phụ nữ yêu thích sự thanh lịch, duyên dáng; Thời trang cao cấp dành cho phụ nữ sang trọng, tinh tế, những doanh nhân thành đạt.<br/> Các sản phẩm của HeraDG được thiết kế chủ đạo trên nền vải Chiffon, vải lụa, vải pha len và dạ cao cấp theo những xu hướng mới nhất của thời trang thế giới. Với tiêu chí ""Đẹp mãi cùng thời gian"", nhãn hàng HeraDG sẽ mang đến cho phái đẹp những cảm nhận tuyệt vời cùng phong cách thời trang hiện đại, cuốn hút.</p>",568000,284000,https://media-ak.static-adayroi.com/762_1100/90/h34/h9c/16065759084574.jpg,https://www.adayroi.com/ao-nu-heradg-sak18022-tay-ngan-mau-hong-p-1048867?offer=1048867_Q24
12,Áo giữ nhiệt Vicci cổ 3cm màu hồng đào,"<ul><li>Được làm từ sợi vải đặc biệt, có khả năng giữ nhiệt tốt</li><li>Bề mặt vải mềm, không bai dão</li><li>Thiết kế cổ cao 3cm, tay dài</li><li>Xuất xứ: Việt Nam</li><li>Size người mẫu mặc: M</li><li>Số đo người mẫu: 92 - 61 - 90 - 176 (cm)</li></ul>","<p><strong>Áo gi</strong><strong>ữ nhiệt Vicci </strong><strong>cổ 3cm </strong><strong>màu </strong><strong>hồng đào</strong> được may từ sợi vải đặc biệt có khả năng chuyển đổi hơi nước thành năng lượng nhiệt, tầng không khí giữa các sợi vải giúp nhiệt không bị thoát ra ngoài, giữ ấm cơ thể tốt, không bai dão khi giặt. Sản phẩm được thiết kế đơn giản, đường chỉ may tỉ mỉ, tinh tế, bề mặt vải êm mềm mang đến cho bạn cảm giác thoải mái tối đa.</p><p><strong>H</strong><strong>ướng dẫn </strong><strong>bảo quản</strong></p><ul><li>Giặt với nước ở nhiệt độ thường (30 độ C)</li><li>Tẩy thuốc không chứa Clo</li><li>Phơi thường không sấy, không rũ vải</li><li>Sấy thường ở nhiệt độ thấp</li><li>Ủi thường ở nhiệt độ thấp (110 độ C)</li></ul><p><strong>Thông tin thương hiệu</strong></p><p>Vicci là thương hiệu thời trang chuyên thiết kế và sản xuất các sản phẩm thời trang nam nữ. Với chất lượng cao cùng mẫu mã đa dạng, thời trang Vicci đang ngày càng có chỗ đứng vững chắc trên thị thường Việt Nam. Vicci cam kết không ngừng sáng tạo, đi trước đón đầu, đáp ứng nhu cầu thị trường và làm hài lòng khách hàng.</p>",169000,89000,https://media-ak.static-adayroi.com/762_1100/90/images/h88/h88/14976360546334.jpg,https://www.adayroi.com/ao-giu-nhiet-vicci-co-3cm-mau-hong-dao-p-1352180?offer=1352180_M6J
13,Áo giữ nhiệt Vicci cổ 3cm màu da,"<ul><li>Được làm từ sợi vải đặc biệt, có khả năng giữ nhiệt tốt</li><li>Bề mặt vải mềm, không bai dão</li><li>Thiết kế cổ cao 3cm, tay dài</li><li>Xuất xứ: Việt Nam</li><li>Size người mẫu mặc: M</li><li>Số đo người mẫu: 92 - 61 - 90 - 176 (cm)</li></ul>","<p><strong>Áo gi</strong><strong>ữ nhiệt Vicci </strong><strong>cổ 3cm </strong><strong>màu </strong><strong>da</strong> được may từ sợi vải đặc biệt có khả năng chuyển đổi hơi nước thành năng lượng nhiệt, tầng không khí giữa các sợi vải giúp nhiệt không bị thoát ra ngoài, giữ ấm cơ thể tốt, không bai dão khi giặt. Sản phẩm được thiết kế đơn giản, đường chỉ may tỉ mỉ, tinh tế, bề mặt vải êm mềm mang đến cho bạn cảm giác thoải mái tối đa.</p><p><strong>H</strong><strong>ướng dẫn </strong><strong>bảo quản</strong></p><ul><li>Giặt với nước ở nhiệt độ thường (30 độ C)</li><li>Tẩy thuốc không chứa Clo</li><li>Phơi thường không sấy, không rũ vải</li><li>Sấy thường ở nhiệt độ thấp</li><li>Ủi thường ở nhiệt độ thấp (110 độ C)</li></ul><p><strong>Thông tin thương hiệu</strong></p><p>Vicci là thương hiệu thời trang chuyên thiết kế và sản xuất các sản phẩm thời trang nam nữ. Với chất lượng cao cùng mẫu mã đa dạng, thời trang Vicci đang ngày càng có chỗ đứng vững chắc trên thị thường Việt Nam. Vicci cam kết không ngừng sáng tạo, đi trước đón đầu, đáp ứng nhu cầu thị trường và làm hài lòng khách hàng.</p>",169000,89000,https://media-ak.static-adayroi.com/762_1100/90/images/h38/h80/14976360054814.jpg,https://www.adayroi.com/ao-giu-nhiet-vicci-co-3cm-mau-da-p-1352166?offer=1352166_M6J
14,Áo kiểu H:CONNECT tay dài cột nơ màu trắng,"<ul><li style=""text-align: justify;"">Chất liệu vải Cotton tạo sự thoáng mát, thoải mái khi mặc</li><li style=""text-align: justify;"">Kiểu dáng áo cổ tròn, tay dài cột nơ xinh xắn</li><li style=""text-align: justify;"">Áo phom rộng</li><li style=""text-align: justify;"">Đường may chắc chắn, tỉ mỉ</li><li style=""text-align: justify;"">Xuất xứ: Hàn Quốc</li></ul>","<p style=""text-align: justify;""><strong>Áo kiểu H:CONNECT tay dài cột nơ màu trắng​</strong><strong></strong>có kiểu dáng cổ tròn, tay dài cột nơ và được may theo phom rộng trẻ trung. Với gam trắng tinh tế, áo có thể phối cùng nhiều kiểu quần, váy tạo nên nhiều phong cách thời trang khác nhau.</p><p style=""text-align: justify;""><strong>Hướng dẫn bảo quản  </strong></p><ul><li style=""text-align: justify;"">Giặt máy ở chế độ nhẹ, ưu tiên giặt tay, nước không quá 30 độ C</li><li style=""text-align: justify;"">Không tẩy</li><li style=""text-align: justify;"">Sấy khô ở nhiệt độ thấp</li><li style=""text-align: justify;"">Ủi ở nhiệt độ thấp</li><li style=""text-align: justify;"">Không phơi trực tiếp dưới ánh nắng mặt trời</li></ul><p style=""text-align: justify;""><strong>Thông tin thương hiệu</strong></p><p style=""text-align: justify;"">H:CONNECT là nhãn hàng thời trang hướng đến sự hiện đại, dành cho những ai mong muốn thể hiện cá tính riêng của bản thân, có lòng đam mê với thời trang và đặc biệt yêu thích phong cách thời trang Hàn Quốc. H:CONNECT là một nhãn hiệu đương đại toàn cầu với sự kết nối chặt chẽ giữa phong cách thời trang đặc sắc và hiện đại. H:CONNECT hứa hẹn sẽ mang đến những sản phẩm chất lượng cao, theo sát xu hướng thời trang thế giới, phù hợp nhu cầu thiết yếu và bán với mức giá phải chăng. H:CONNECT được các ngôi sao K-Pop hàng đầu ưa chuộng như Girl's Generation, U-EE, BoA, F(X) và Shinee; đồng thời, trở thành điểm đến cho các tín đồ thời trang yêu thích sự thanh lịch, hiện đại.</p>",299000,0,https://media-ak.static-adayroi.com/762_1100/90/h74/h0c/16306193235998.jpg,https://www.adayroi.com/ao-kieu-h-connect-tay-dai-cot-no-mau-trang-p-1657269?offer=1657269_153106
15,Áo kiểu Mango 13013726 màu đen in hoa,None,"<p><strong>Áo kiểu Mango 13013726 màu đen in hoa​</strong> sử dụng chất liệu vải cao cấp, đường may tỉ mỉ, đem lại form chuẩn, cảm giác thoải mái cho bạn gái khi mặc. Áo có thiết kế nữ tính với dáng ôm, cổ V, tay ngắn tinh tế, họa tiết in hoa thu hút, cho phái đẹp dễ dàng mix với các trang phục, phụ kiện để thể hiện phong cách riêng mỗi khi ra ngoài. </p><ul><li>Thành phần vải 97% Polyester, 3% Elastane</li><li>Thiết kế dáng ôm, cổ V, tay ngắn</li><li>Gam màu trung tính, in hoa nổi bật</li><li>Đường may tỉ mỉ, tinh tế</li><li>100% hàng chính hãng, sản xuất tại nước thứ 3</li></ul><p>Hướng dẫn bảo quản</p><ul><li>Giặt bằng tay nhẹ nhàng</li><li>Không sử dụng chất tẩy rửa</li><li>Giặt chung với những sản phẩm cùng màu</li><li>Ủi ở nhiệt độ thấp</li></ul><p>Thông tin thương hiệu</p><p>Thương hiệu thời trang MARC, trực thuộc công ty TNHH SX-TM Nét Việt chính thức ra mắt những người yêu mến thời trang vào năm 2006. Buổi ban đầu, MARC được các bạn trẻ biết đến với dòng sản phẩm áo sơ mi kiểu với nhiều kiểu dáng và màu sắc tươi sáng, trẻ trung. Sau thành công ban đầu, với khởi nguồn từ lòng đam mê thời trang, khát khao mang đến cái đẹp cho tất cả các bạn nữ và hơn thế nữa là mong muốn tạo dựng được hình ảnh mới lạ cho ngành công nghiệp thời trang, thương hiệu thời trang MARC đã đa dạng hoá các sản phẩm của mình với đầm liền, chân váy, quần, áo thun và áo kiểu,… Đầu tư vào chất lượng và kiểu dáng sản phẩm với phương châm “BE YOUR STYLE” - Hãy là phong cách của chính bạn, MARC mong muốn mang đến cho khách hàng những sản phẩm tốt để các bạn có thể tự tin hơn trên con đường chọn lựa phong cách thời trang của riêng mình.</p>",299000,0,https://media-ak.static-adayroi.com/762_1100/90/hdd/h04/13157466963998.jpg,https://www.adayroi.com/ao-kieu-mango-13013726-mau-den-in-hoa-hang-chinh-hang-p-PRI1294199?offer=PRI1294199_SNG
16,Áo giữ nhiệt Vicci cổ 3cm màu vàng,"<ul><li>Được làm từ sợi vải đặc biệt, có khả năng giữ nhiệt tốt</li><li>Bề mặt vải mềm, không bai dão</li><li>Thiết kế cổ cao 3cm, tay dài</li><li>Xuất xứ: Việt Nam</li><li>Size người mẫu mặc: M</li><li>Số đo người mẫu: 92 - 61 - 90 - 176 (cm)</li></ul>","<p><strong>Áo gi</strong><strong>ữ nhiệt Vicci </strong><strong>cổ 3cm </strong><strong>màu </strong><strong>vàng</strong> được may từ sợi vải đặc biệt có khả năng chuyển đổi hơi nước thành năng lượng nhiệt, tầng không khí giữa các sợi vải giúp nhiệt không bị thoát ra ngoài, giữ ấm cơ thể tốt, không bai dão khi giặt. Sản phẩm được thiết kế đơn giản, đường chỉ may tỉ mỉ, tinh tế, bề mặt vải êm mềm mang đến cho bạn cảm giác thoải mái tối đa.</p><p><strong>H</strong><strong>ướng dẫn </strong><strong>bảo quản</strong></p><ul><li>Giặt với nước ở nhiệt độ thường (30 độ C)</li><li>Tẩy thuốc không chứa Clo</li><li>Phơi thường không sấy, không rũ vải</li><li>Sấy thường ở nhiệt độ thấp</li><li>Ủi thường ở nhiệt độ thấp (110 độ C)</li></ul><p><strong>Thông tin thương hiệu</strong></p><p>Vicci là thương hiệu thời trang chuyên thiết kế và sản xuất các sản phẩm thời trang nam nữ. Với chất lượng cao cùng mẫu mã đa dạng, thời trang Vicci đang ngày càng có chỗ đứng vững chắc trên thị thường Việt Nam. Vicci cam kết không ngừng sáng tạo, đi trước đón đầu, đáp ứng nhu cầu thị trường và làm hài lòng khách hàng.</p>",169000,89000,https://media-ak.static-adayroi.com/762_1100/90/images/h4e/h2d/14977613299742.jpg,https://www.adayroi.com/ao-giu-nhiet-vicci-co-3cm-mau-vang-p-1352202?offer=1352202_M6J
17,Áo kiểu Mango 23073021 cổ tàu tay phồng kẻ sọc màu xanh lá,"<ul><li>Thành phần vải: 100% Polyester</li><li>Kiểu dáng cổ tàu, tay phồng thời thượng</li><li>Hàng nút cài chìm thân trước tiện lợi</li><li>Thiết kế kẻ sọc phối màu hiện đại, trẻ trung</li><li>Đường chỉ may chắc chắn, tỉ mỉ</li><li>Xuất xứ: Việt Nam, Ấn Độ, Cambodia,... (Xuất xứ khác nhau tùy theo từng lô hàng)</li></ul>","<p><strong>Áo kiểu Mango</strong><strong>23073021 cổ tàu tay phồng kẻ sọc màu xanh lá </strong>với kiểu dáng cổ tàu, tay phồng thời thượng cùng thiết kế kẻ sọc phối màu nổi bật mang đến cho phái đẹp phong cách thời trang nữ tính, thanh lịch và hiện đại. Áo sử dụng chất liệu vải cao cấp, mềm mại và thấm hút tốt cho bạn luôn thoải mái, dễ chịu suốt ngày dài năng động. Ngoài ra, áo có gam màu trang nhã cho bạn dễ dàng phối với nhiều trang phục và phụ kiện để tạo nên cá tính, phong cách riêng.</p><p><strong>Hướng dẫn bảo quản</strong></p><ul><li>Giặt máy ở nhiệt độ tối đa 30 độ C</li><li>Không được tẩy</li><li>Ủi ở nhiệt độ tối đa 110 độ C</li><li>Được giặt khô</li><li>Không được sấy khô</li></ul><p><strong>Thông tin thương hiệu</strong></p><p>Thương hiệu Mango được hai anh em Isak Andic và Nahman Andic thành lập vào năm 1984 với cửa hàng đầu tiên đặt tại Barcelona’s Paseo de Gracia, Tây Ban Nha. Năm 1992, Mango có 100 cửa hiệu tại Tây Ban Nha và khai trương 2 cửa hiệu đầu tiên tại Bồ Đào Nha. Năm 1995, thương hiệu lần đầu tiên ra mắt website online và hệ thống bán quần áo trực tuyến. Đến năm 1997, Mango có cửa hàng tại kinh đô thời trang Paris, Pháp. Hiện tại, Mango có tổng cộng 12,200 nhân viên với hơn 2000 cửa hiệu trên toàn thế giới. Chính thức du nhập vào Việt Nam năm 2004, Mango nhanh chóng mang đến làn gió mới với xu hướng thời trang năng động, hiện đại và cá tính. Đây là thương hiệu tầm trung rất được yêu thích. Ngoài quần áo, giày dép, nước hoa… Mango còn phát triển dòng sản phẩm phụ kiện thời trang như túi xách, ví, kính mát, đồng hồ…</p>",399000,0,https://media-ak.static-adayroi.com/762_1100/90/images/h87/h78/15281167728670.jpg,https://www.adayroi.com/ao-kieu-mango-23073021-co-tau-tay-phong-ke-soc-mau-xanh-la-hang-chinh-hang-p-244479?offer=244479_SNG
18,Áo cao cổ giữ nhiệt xanh navy Body Comfi,"<ul><li>Chất liệu Cotton pha </li><li>Tính năng giữ nhiệt </li><li>Áo cao cổ, dài tay </li><li>Thông số đo sản phẩm theo size người mẫu mặc </li><li>Xuất xứ: Đan Mạch  </li></ul>","<p style=""text-align:center""> </p><p>Hướng dẫn bảo quản</p><ul><li>Có thể giặt máy</li><li>Giặt ở nhiệt độ 30 độ C</li><li>Không sử dụng chất tẩy</li><li>Không sấy</li><li>Không giặt chung với sản phẩm màu trắng</li></ul><p>Thông tin thương hiệu</p><p>Body Comfi là thương hiệu dệt may Đan Mạch. Với công nghệ dệt may hiện đại, chất lượng đạt chuẩn châu Âu, Body Comfi luôn mang đến những sản phẩm có các tính năng nổi bật, an toàn cho người sử dụng. Hiện nay, Body Comfi đã có mặt tại Việt Nam và được phân phối bởi Công ty TNHH Thời trang Mika.</p>",199000,0,https://media-ak.static-adayroi.com/762_1100/90/h45/h15/11834424623134.jpg,https://www.adayroi.com/ao-cao-co-giu-nhiet-xanh-navy-body-comfi-p-PRI515783?offer=PRI515783_NG2
19,Áo thun Mango 13000726 màu xám phối bèo,"<ul><li>Thành phần vải: 100% Lyocell</li><li>Áo cổ tròn, tay ngắn, phối bèo chữ V thu hút</li><li>Màu xám dễ dàng phối với các trang phục thời trang</li><li>100% hàng chính hãng, sản xuất tại nước thứ 3</li></ul>","<p><strong>Áo thun Mango 13000726 màu xám phối bèo</strong> sử dụng chất liệu thun cao cấp, đường may tỉ mỉ, đem lại form chuẩn, cảm giác thoải mái khi mặc. Áo có điểm nhấn chính là chi tiết phối bèo hình chữ V tinh tế, bạn gái có thể dễ dàng mix với các trang phục để thể hiện phong cách, cá tính riêng. </p><p style=""text-align: center;""><img data-src=""https://cdn02.static-adayroi.com/0/2017/10/20/1508492164999_8435878.jpg"" style=""height:650px; width:450px""/></p><p><strong>Hướng dẫn bảo quản</strong></p><ul><li>Giặt máy ở nhiệt độ tối đa 30 độ C</li><li>Không được tẩy</li><li>Ủi ở nhiệt độ tối đa 110 độ C</li><li>Được giặt khô</li><li>Không được sấy khô</li></ul><p><strong>Thông tin thương hiệu</strong></p><p>Thương hiệu Mango được hai anh em Isak Andic và Nahman Andic thành lập vào năm 1984 với cửa hàng đầu tiên đặt tại Barcelona’s Paseo de Gracia, Tây Ban Nha. Năm 1992, Mango có 100 cửa hiệu tại Tây Ban Nha và khai trương 2 cửa hiệu đầu tiên tại Bồ Đào Nha. Năm 1995, thương hiệu lần đầu tiên ra mắt website online và hệ thống bán quần áo trực tuyến. Đến năm 1997, Mango có cửa hàng tại kinh đô thời trang Paris, Pháp. Hiện tại, Mango có tổng cộng 12,200 nhân viên với hơn 2000 cửa hiệu trên toàn thế giới. Chính thức du nhập vào Việt Nam năm 2004, Mango nhanh chóng mang đến làn gió mới với xu hướng thời trang năng động, hiện đại và cá tính. Đây là thương hiệu tầm trung rất được yêu thích. Ngoài quần áo, giày dép, nước hoa… Mango còn phát triển dòng sản phẩm phụ kiện thời trang như túi xách, ví, kính mát, đồng hồ…</p>",299000,0,https://media-ak.static-adayroi.com/762_1100/90/h85/h6e/13157694046238.jpg,https://www.adayroi.com/ao-thun-mango-13000726-mau-xam-phoi-beo-p-PRI1297892?offer=PRI1297892_SNG
20,Áo giữ nhiệt Vicci cổ 3cm màu xanh lá cây,"<ul><li>Được làm từ sợi vải đặc biệt, có khả năng giữ nhiệt tốt</li><li>Bề mặt vải mềm, không bai dão</li><li>Thiết kế cổ cao 3cm, tay dài</li><li>Xuất xứ: Việt Nam</li><li>Size người mẫu mặc: M</li><li>Số đo người mẫu: 92 - 61 - 90 - 176 (cm)</li></ul>","<p><strong>Áo gi</strong><strong>ữ nhiệt Vicci </strong><strong>cổ 3cm </strong><strong>màu </strong><strong>xanh lá cây</strong> được may từ sợi vải đặc biệt có khả năng chuyển đổi hơi nước thành năng lượng nhiệt, tầng không khí giữa các sợi vải giúp nhiệt không bị thoát ra ngoài, giữ ấm cơ thể tốt, không bai dão khi giặt. Sản phẩm được thiết kế đơn giản, đường chỉ may tỉ mỉ, tinh tế, bề mặt vải êm mềm mang đến cho bạn cảm giác thoải mái tối đa.</p><p><strong>H</strong><strong>ướng dẫn </strong><strong>bảo quản</strong></p><ul><li>Giặt với nước ở nhiệt độ thường (30 độ C)</li><li>Tẩy thuốc không chứa Clo</li><li>Phơi thường không sấy, không rũ vải</li><li>Sấy thường ở nhiệt độ thấp</li><li>Ủi thường ở nhiệt độ thấp (110 độ C)</li></ul><p><strong>Thông tin thương hiệu</strong></p><p>Vicci là thương hiệu thời trang chuyên thiết kế và sản xuất các sản phẩm thời trang nam nữ. Với chất lượng cao cùng mẫu mã đa dạng, thời trang Vicci đang ngày càng có chỗ đứng vững chắc trên thị thường Việt Nam. Vicci cam kết không ngừng sáng tạo, đi trước đón đầu, đáp ứng nhu cầu thị trường và làm hài lòng khách hàng.</p>",169000,89000,https://media-ak.static-adayroi.com/762_1100/90/images/h24/h54/14977614872606.jpg,https://www.adayroi.com/ao-giu-nhiet-vicci-co-3cm-mau-xanh-la-cay-p-1352221?offer=1352221_M6J
21,Áo kiểu Mango 13003770 màu trắng nhún tay,"<ul><li>Thành phần vải: 100% Cotton</li><li>Kiểu dáng cổ tròn, tay lửng may nhún </li><li>Dáng suông, gam màu hiện đại</li><li>Đường may chắc chắn, tỉ mỉ</li><li>100% hàng chính hãng, sản xuất tại nước thứ 3</li></ul>","<p><strong>Áo kiểu Mango 13003770 màu trắng nhún tay </strong>sở hữu thiết kế thời trang với cổ tròn, tay lửng may nhún nữ tính, form suông cùng màu trang nhã giúp bạn gái dễ dàng phối cùng nhiều kiểu trang phục khác nhau để thể hiện phong cách riêng. Sản phẩm được may từ chất liệu vải cao cấp, vừa giúp lên form chuẩn vừa mang lại cảm giác thoải mái khi mặc.</p><p><strong>Hướng dẫn bảo quản</strong></p><ul><li>Giặt máy ở nhiệt độ tối đa 30 độ C </li><li>Không được tẩy </li><li>Ủi ở nhiệt độ tối đa 110 độ C </li><li>Được giặt khô </li><li>Không được sấy khô </li></ul><p><strong>Thông tin thương hiệu</strong></p><p>Thương hiệu Mango được hai anh em Isak Andic và Nahman Andic thành lập vào năm 1984 với cửa hàng đầu tiên đặt tại Barcelona’s Paseo de Gracia, Tây Ban Nha. Năm 1992, Mango có 100 cửa hiệu tại Tây Ban Nha và khai trương 2 cửa hiệu đầu tiên tại Bồ Đào Nha. Năm 1995, thương hiệu lần đầu tiên ra mắt website online và hệ thống bán quần áo trực tuyến. Đến năm 1997, Mango có cửa hàng tại kinh đô thời trang Paris, Pháp. Hiện tại, Mango có tổng cộng 12,200 nhân viên với hơn 2000 cửa hiệu trên toàn thế giới. Chính thức du nhập vào Việt Nam năm 2004, Mango nhanh chóng mang đến làn gió mới với xu hướng thời trang năng động, hiện đại và cá tính. Đây là thương hiệu tầm trung rất được yêu thích. Ngoài quần áo, giày dép, nước hoa… Mango còn phát triển dòng sản phẩm phụ kiện thời trang như túi xách, ví, kính mát, đồng hồ…</p>",299000,0,https://media-ak.static-adayroi.com/762_1100/90/hd0/h9b/13157229953054.jpg,https://www.adayroi.com/ao-kieu-mango-13003770-mau-trang-nhun-tay-p-PRI1302256?offer=PRI1302256_SNG
22,Áo giữ nhiệt Vicci cổ 3cm màu cam,"<ul><li>Được làm từ sợi vải đặc biệt, có khả năng giữ nhiệt tốt</li><li>Bề mặt vải mềm, không bai dão</li><li>Thiết kế cổ cao 3cm, tay dài</li><li>Xuất xứ: Việt Nam</li><li>Size người mẫu mặc: M</li><li>Số đo người mẫu: 92 - 61 - 90 - 176 (cm)</li></ul>","<p><strong>Áo gi</strong><strong>ữ nhiệt Vicci </strong><strong>cổ 3cm </strong><strong>màu </strong><strong>cam</strong> được may từ sợi vải đặc biệt có khả năng chuyển đổi hơi nước thành năng lượng nhiệt, tầng không khí giữa các sợi vải giúp nhiệt không bị thoát ra ngoài, giữ ấm cơ thể tốt, không bai dão khi giặt. Sản phẩm được thiết kế đơn giản, đường chỉ may tỉ mỉ, tinh tế, bề mặt vải êm mềm mang đến cho bạn cảm giác thoải mái tối đa.</p><p><strong>H</strong><strong>ướng dẫn </strong><strong>bảo quản</strong></p><ul><li>Giặt với nước ở nhiệt độ thường (30 độ C)</li><li>Tẩy thuốc không chứa Clo</li><li>Phơi thường không sấy, không rũ vải</li><li>Sấy thường ở nhiệt độ thấp</li><li>Ủi thường ở nhiệt độ thấp (110 độ C)</li></ul><p><strong>Thông tin thương hiệu</strong></p><p>Vicci là thương hiệu thời trang chuyên thiết kế và sản xuất các sản phẩm thời trang nam nữ. Với chất lượng cao cùng mẫu mã đa dạng, thời trang Vicci đang ngày càng có chỗ đứng vững chắc trên thị thường Việt Nam. Vicci cam kết không ngừng sáng tạo, đi trước đón đầu, đáp ứng nhu cầu thị trường và làm hài lòng khách hàng.</p>",169000,89000,https://media-ak.static-adayroi.com/762_1100/90/images/h8f/hf1/14976359890974.jpg,https://www.adayroi.com/ao-giu-nhiet-vicci-co-3cm-mau-cam-p-1352162?offer=1352162_M6J
23,Áo giữ nhiệt Vicci cổ 3cm màu đỏ mận,"<ul><li>Được làm từ sợi vải đặc biệt, có khả năng giữ nhiệt tốt</li><li>Bề mặt vải mềm, không bai dão</li><li>Thiết kế cổ cao 3cm, tay dài</li><li>Xuất xứ: Việt Nam</li><li>Size người mẫu mặc: M</li><li>Số đo người mẫu: 92 - 61 - 90 - 176 (cm)</li></ul>","<p><strong>Áo gi</strong><strong>ữ nhiệt Vicci </strong><strong>cổ 3cm </strong><strong>màu </strong><strong>đỏ mận</strong> được may từ sợi vải đặc biệt có khả năng chuyển đổi hơi nước thành năng lượng nhiệt, tầng không khí giữa các sợi vải giúp nhiệt không bị thoát ra ngoài, giữ ấm cơ thể tốt, không bai dão khi giặt. Sản phẩm được thiết kế đơn giản, đường chỉ may tỉ mỉ, tinh tế, bề mặt vải êm mềm mang đến cho bạn cảm giác thoải mái tối đa.</p><p><strong>H</strong><strong>ướng dẫn </strong><strong>bảo quản</strong></p><ul><li>Giặt với nước ở nhiệt độ thường (30 độ C)</li><li>Tẩy thuốc không chứa Clo</li><li>Phơi thường không sấy, không rũ vải</li><li>Sấy thường ở nhiệt độ thấp</li><li>Ủi thường ở nhiệt độ thấp (110 độ C)</li></ul><p><strong>Thông tin thương hiệu</strong></p><p>Vicci là thương hiệu thời trang chuyên thiết kế và sản xuất các sản phẩm thời trang nam nữ. Với chất lượng cao cùng mẫu mã đa dạng, thời trang Vicci đang ngày càng có chỗ đứng vững chắc trên thị thường Việt Nam. Vicci cam kết không ngừng sáng tạo, đi trước đón đầu, đáp ứng nhu cầu thị trường và làm hài lòng khách hàng.</p>",169000,89000,https://media-ak.static-adayroi.com/762_1100/90/images/h76/ha9/14977612906526.jpg,https://www.adayroi.com/ao-giu-nhiet-vicci-co-3cm-mau-do-man-p-1352192?offer=1352192_M6J
24,Áo kiểu Mango 13089044 cổ tim đính sequin màu xanh navy,"<ul><li>Thành phần vải: 100% Polyester</li><li>Thiết kế cổ tim, tay sát nách</li><li>Form suông nhẹ thoải mái</li><li>Đính sequin sành điệu</li><li>Đường may chắc chắn, tỉ mỉ</li><li>Xuất xứ: Việt Nam, Ấn Độ, Cambodia,.. (Xuất xứ khác nhau tùy theo từng lô hàng)</li></ul>","<p><strong>Áo kiểu Mango 13089044 cổ tim đính sequin màu xanh navy</strong> với thiết kế kiểu dáng cùng gam màu thời trang, mang đến cho bạn nữ sự trẻ trung, nữ tính nhưng cũng không kém phần sành điệu. Bên cạnh đó, áo được may từ chất liệu vải cao cấp, đường may chắc chắn và tỉ mỉ không chỉ đem lại sự thoải mái và dễ chịu khi mặc mà còn giúp sản phẩm có độ bền cao khi sử dụng.</p><p><strong>Hướng dẫn bảo quản</strong></p><ul><li>Giặt máy ở nhiệt độ tối đa 30 độ C</li><li>Không được tẩy</li><li>Ủi ở nhiệt độ tối đa 110 độ C</li><li>Không được giặt khô</li><li>Không được sấy khô</li></ul><p><strong>Thông tin thương hiệu</strong></p><p>Thương hiệu Mango được hai anh em Isak Andic và Nahman Andic thành lập vào năm 1984 với cửa hàng đầu tiên đặt tại Barcelona’s Paseo de Gracia, Tây Ban Nha. Năm 1992, Mango có 100 cửa hiệu tại Tây Ban Nha và khai trương 2 cửa hiệu đầu tiên tại Bồ Đào Nha. Năm 1995, thương hiệu lần đầu tiên ra mắt website online và hệ thống bán quần áo trực tuyến. Đến năm 1997, Mango có cửa hàng tại kinh đô thời trang Paris, Pháp. Hiện tại, Mango có tổng cộng 12,200 nhân viên với hơn 2000 cửa hiệu trên toàn thế giới. Chính thức du nhập vào Việt Nam năm 2004, Mango nhanh chóng mang đến làn gió mới với xu hướng thời trang năng động, hiện đại và cá tính. Đây là thương hiệu tầm trung rất được yêu thích. Ngoài quần áo, giày dép, nước hoa… Mango còn phát triển dòng sản phẩm phụ kiện thời trang như túi xách, ví, kính mát, đồng hồ…</p>",299000,0,https://media-ak.static-adayroi.com/762_1100/90/images/h2e/hb0/15498069344286.jpg,https://www.adayroi.com/ao-kieu-mango-13089044-co-tim-dinh-sequin-mau-xanh-navy-p-452164?offer=452164_SNG
