Id,Name,ShortDetail,LongDetail,RegularPrice,OfferPrice,Image,URL
25,Áo thun Mango 21001089 tay cách điệu màu xám,"<ul><li>Thành phần vải: 74% Polyester, 24% Viscose, 2% Elastane</li><li>Kiểu dáng cổ tròn, tay dài phối bèo thắt nơ tay tinh tế</li><li>Màu xám thời trang, dễ mix đồ</li><li>Xuất xứ: Việt Nam, Ấn Độ, Cambodia,... (Xuất xứ khác nhau tùy theo từng lô hàng)</li></ul>","<p><strong>Áo thun Mango 21001089 tay cách điệu màu xám</strong><strong>​ </strong>sử dụng chất liệu vải cao cấp, đường may tỉ mỉ, đem lại cảm giác thoải mái cho người mặc. Áo có điểm nhấn chính là chi tiết tay dài phối bèo thắt nơ thu hút, màu xám thời trang, bạn gái có thể dễ dàng mix với các trang phục để thể hiện phong cách, cá tính riêng.</p><p><strong>Hướng dẫn bảo quản</strong></p><ul><li>Giặt máy ở nhiệt độ tối đa 30 độ C</li><li>Không được tẩy</li><li>Ủi ở nhiệt độ tối đa 110 độ C</li><li>Không được giặt khô</li><li>Không được sấy khô</li></ul><p><strong>Thông tin thương hiệu</strong></p><p>Thương hiệu Mango được hai anh em Isak Andic và Nahman Andic thành lập vào năm 1984 với cửa hàng đầu tiên đặt tại Barcelona’s Paseo de Gracia, Tây Ban Nha. Năm 1992, Mango có 100 cửa hiệu tại Tây Ban Nha và khai trương 2 cửa hiệu đầu tiên tại Bồ Đào Nha. Năm 1995, thương hiệu lần đầu tiên ra mắt website online và hệ thống bán quần áo trực tuyến. Đến năm 1997, Mango có cửa hàng tại kinh đô thời trang Paris, Pháp. Hiện tại, Mango có tổng cộng 12,200 nhân viên với hơn 2000 cửa hiệu trên toàn thế giới. Chính thức du nhập vào Việt Nam năm 2004, Mango nhanh chóng mang đến làn gió mới với xu hướng thời trang năng động, hiện đại và cá tính. Đây là thương hiệu tầm trung rất được yêu thích. Ngoài quần áo, giày dép, nước hoa… Mango còn phát triển dòng sản phẩm phụ kiện thời trang như túi xách, ví, kính mát, đồng hồ…</p>",299000,0,https://media-ak.static-adayroi.com/762_1100/90/images/h8e/he3/15277103480862.jpg,https://www.adayroi.com/ao-thun-mango-21001089-tay-cach-dieu-mau-xam-hang-chinh-hang-p-244018?offer=244018_SNG
26,Áo giữ nhiệt Vicci màu hồng,"<ul><li>Được làm từ sợi vải đặc biệt, có khả năng giữ nhiệt tốt</li><li>Bề mặt vải mềm, không bai dão</li><li>Thiết kế cổ tròn, tay dài</li><li>Xuất xứ: Việt Nam</li><li>Size người mẫu mặc: M. Số đo người mẫu: 82 - 61 - 90 - 176 (cm)</li></ul>","<p><strong>Áo giữ nhiệt Vicci màu hồng</strong> được may từ sợi vải đặc biệt có khả năng chuyển đổi hơi nước thành năng lượng nhiệt, tầng không khí giữa các sợi vải giúp nhiệt không bị thoát ra ngoài, giữ ấm cơ thể tốt, không bai dão khi giặt. Sản phẩm được thiết kế đơn giản, đường chỉ may tỉ mỉ, tinh tế, bề mặt vải êm mềm mang đến cho bạn cảm giác thoải mái tối đa.</p><p style=""text-align: center;""><img data-src=""https://cdn02.static-adayroi.com/0/2017/10/24/1508814848583_5605823.jpg""/></p><p><strong>Hướng dẫn sử dụng</strong></p><ul><li>Giặt ở nhiệt độ thường</li><li>Tẩy thuốc không chứa Clo</li><li>Phơi thường không sấy, không rũ vải</li><li>Sấy thường ở nhiệt độ thấp</li><li>Ủi thường ở nhiệt độ thấp (110 độ C)</li></ul><p><strong>Thông tin thương hiệu</strong></p><p><strong>Vicci</strong> là thương hiệu thời trang chuyên thiết kế và sản xuất các sản phẩm thời trang nam nữ. Với chất lượng cao cùng mẫu mã đa dạng, thời trang <strong>Vicci </strong>đang ngày càng có chỗ đứng vững chắc trên thị thường Việt Nam. <strong>Vicci</strong> cam kết không ngừng sáng tạo, đi trước đón đầu, đáp ứng nhu cầu thị trường và làm hài lòng khách hàng.</p>",169000,89000,https://media-ak.static-adayroi.com/762_1100/90/h07/h3c/13157985222686.jpg,https://www.adayroi.com/ao-giu-nhiet-vicci-mau-hong-p-2084702?offer=2084702_M6J
27,Áo kiểu Mango 81060242 tay dài cột nơ trắng ngà chấm bi đen,"<ul><li>Thành phần vải: 100% Viscose</li><li>Cổ tròn, tay dài cột nơ</li><li>Form áo suông</li><li>Chấm bi đen</li><li>Hàng 100% chính hãng, sản xuất tại nước thứ 3</li></ul>","<p>Thương hiệu Mango được hai anh em Isak Andic và Nahman Andic thành lập vào năm 1984 với cửa hàng đầu tiên đặt tại Barcelona’s Paseo de Gracia, Tây Ban Nha. Năm 1992, Mango có 100 cửa hiệu tại Tây Ban Nha và khai trương 2 cửa hiệu đầu tiên tại Bồ Đào Nha. Năm 1995, thương hiệu lần đầu tiên ra mắt website online và hệ thống bán quần áo trực tuyến. Đến năm 1997, Mango có cửa hàng tại kinh đô thời trang Paris, Pháp. Hiện tại, Mango có tổng cộng 12,200 nhân viên với hơn 2000 cửa hiệu trên toàn thế giới. Chính thức du nhập vào Việt Nam năm 2004, Mango nhanh chóng mang đến làn gió mới với xu hướng thời trang năng động, hiện đại và cá tính. Đây là thương hiệu tầm trung rất được yêu thích. Ngoài quần áo, giày dép, nước hoa… Mango còn phát triển dòng sản phẩm phụ kiện thời trang như túi xách, ví, kính mát, đồng hồ,…</p><p style=""text-align: center;""><img data-src=""https://cdn02.static-adayroi.com/0/2016/12/15/1481787289898_3325761.jpg"" style=""height:1119px; width:800px""/></p><p style=""text-align: center;""><img data-src=""https://cdn02.static-adayroi.com/0/2016/12/15/1481787301106_3421461.jpg"" style=""height:1119px; width:800px""/></p><p style=""text-align: center;""><img data-src=""https://cdn02.static-adayroi.com/0/2016/12/15/1481787306009_8212973.jpg"" style=""height:1119px; width:800px""/></p><p><strong>Hướng dẫn bảo quản</strong></p><ul><li>Giặt máy ở nhiệt độ tối đa 30 độ C</li><li>Không được tẩy</li><li>Ủi ở nhiệt độ tối đa 110 độ C</li><li>Có thể giặt khô</li><li>Không được sấy khô</li></ul>",1299000,0,https://media-ak.static-adayroi.com/762_1100/90/h7c/h07/9639321468958.jpg,https://www.adayroi.com/ao-kieu-mango-81060242-tay-dai-cot-no-trang-nga-cham-bi-den-p-PRI995169?offer=PRI995169_SNG
28,Áo giữ nhiệt Vicci cổ 3cm màu đen,"<ul><li>Được làm từ sợi vải đặc biệt, có khả năng giữ nhiệt tốt</li><li>Bề mặt vải mềm, không bai dão</li><li>Thiết kế cổ cao 3cm, tay dài</li><li>Xuất xứ: Việt Nam</li><li>Size người mẫu mặc: M</li><li>Số đo người mẫu: 92 - 61 - 90 - 176 (cm)</li></ul>","<p><strong>Áo gi</strong><strong>ữ nhiệt Vicci </strong><strong>cổ 3cm </strong><strong>màu </strong><strong>đen</strong> được may từ sợi vải đặc biệt có khả năng chuyển đổi hơi nước thành năng lượng nhiệt, tầng không khí giữa các sợi vải giúp nhiệt không bị thoát ra ngoài, giữ ấm cơ thể tốt, không bai dão khi giặt. Sản phẩm được thiết kế đơn giản, đường chỉ may tỉ mỉ, tinh tế, bề mặt vải êm mềm mang đến cho bạn cảm giác thoải mái tối đa.</p><p><strong>H</strong><strong>ướng dẫn </strong><strong>bảo quản</strong></p><ul><li>Giặt với nước ở nhiệt độ thường (30 độ C)</li><li>Tẩy thuốc không chứa Clo</li><li>Phơi thường không sấy, không rũ vải</li><li>Sấy thường ở nhiệt độ thấp</li><li>Ủi thường ở nhiệt độ thấp (110 độ C)</li></ul><p><strong>Thông tin thương hiệu</strong></p><p>Vicci là thương hiệu thời trang chuyên thiết kế và sản xuất các sản phẩm thời trang nam nữ. Với chất lượng cao cùng mẫu mã đa dạng, thời trang Vicci đang ngày càng có chỗ đứng vững chắc trên thị thường Việt Nam. Vicci cam kết không ngừng sáng tạo, đi trước đón đầu, đáp ứng nhu cầu thị trường và làm hài lòng khách hàng.</p>",169000,89000,https://media-ak.static-adayroi.com/762_1100/90/images/h1e/hd8/14976360218654.jpg,https://www.adayroi.com/ao-giu-nhiet-vicci-co-3cm-mau-den-p-1352170?offer=1352170_M6J
29,Áo giữ nhiệt Vicci cổ tròn màu hồng đào,"<ul><li>Được làm từ sợi vải đặc biệt, có khả năng giữ nhiệt tốt</li><li>Bề mặt vải mềm, không bai dão</li><li>Thiết kế cổ tròn, tay dài</li><li>Xuất xứ: Việt Nam</li><li>Size người mẫu mặc: M</li><li>Số đo người mẫu: 92 - 61 - 90 - 176 (cm)</li></ul>","<p><strong>Áo gi</strong><strong>ữ nhiệt Vicci </strong><strong>cổ tròn </strong><strong>màu </strong><strong>hồng đào</strong> được may từ sợi vải đặc biệt có khả năng chuyển đổi hơi nước thành năng lượng nhiệt, tầng không khí giữa các sợi vải giúp nhiệt không bị thoát ra ngoài, giữ ấm cơ thể tốt, không bai dão khi giặt. Sản phẩm được thiết kế đơn giản, đường chỉ may tỉ mỉ, tinh tế, bề mặt vải êm mềm mang đến cho bạn cảm giác thoải mái tối đa.</p><p><strong>H</strong><strong>ướng dẫn </strong><strong>bảo quản</strong></p><ul><li>Giặt với nước ở nhiệt độ thường (30 độ C)</li><li>Tẩy thuốc không chứa Clo</li><li>Phơi thường không sấy, không rũ vải</li><li>Sấy thường ở nhiệt độ thấp</li><li>Ủi thường ở nhiệt độ thấp (110 độ C)</li></ul><p><strong>Thông tin thương hiệu</strong></p><p>Vicci là thương hiệu thời trang chuyên thiết kế và sản xuất các sản phẩm thời trang nam nữ. Với chất lượng cao cùng mẫu mã đa dạng, thời trang Vicci đang ngày càng có chỗ đứng vững chắc trên thị thường Việt Nam. Vicci cam kết không ngừng sáng tạo, đi trước đón đầu, đáp ứng nhu cầu thị trường và làm hài lòng khách hàng.</p>",169000,89000,https://media-ak.static-adayroi.com/762_1100/90/images/h59/h03/14977622540318.jpg,https://www.adayroi.com/ao-giu-nhiet-vicci-co-tron-mau-hong-dao-p-1352235?offer=1352235_M6J
30,Áo ba lỗ Mango 23047684 dáng suông họa tiết kẻ đen trắng - Hàng chính hãng,"<ul><li>Thành phần vải: 100% Organic cotton</li><li>Thiết kế cổ tròn, ba lỗ năng dộng</li><li>Form suông rộng thoải mái</li><li>Đường may chắn chắn, tỉ mỉ</li><li>Xuất xứ: Việt Nam, Ấn Độ, Cambodia,... (Xuất xứ khác nhau tùy theo từng lô hàng)</li></ul>","<p><strong>Áo ba lỗ Mango 23047684 dáng suông họa tiết kẻ đen trắng </strong>với thiết kế kiểu dáng cùng gam màu thời trang, mang đến cho bạn nữ sự trẻ trung, năng động nhưng cũng không kém phần sành điệu. Bên cạnh đó, áo được may từ chất liệu vải cao cấp, đường may chắc chắn và tỉ mỉ không chỉ đem lại sự thoải mái và dễ chịu khi mặc mà còn giúp sản phẩm có độ bền cao khi sử dụng.</p><p>Hướng dẫn bảo quản</p><ul><li>Giặt máy ở nhiệt độ tối đa 30 độ C</li><li>Không được tẩy</li><li>Ủi ở nhiệt độ tối đa 110 độ C</li><li>Không được giặt khô</li><li>Không được sấy khô</li></ul><p>Thông tin thương hiệu</p><p>Thương hiệu Mango được hai anh em Isak Andic và Nahman Andic thành lập vào năm 1984 với cửa hàng đầu tiên đặt tại Barcelona’s Paseo de Gracia, Tây Ban Nha. Năm 1992, Mango có 100 cửa hiệu tại Tây Ban Nha và khai trương 2 cửa hiệu đầu tiên tại Bồ Đào Nha. Năm 1995, thương hiệu lần đầu tiên ra mắt website online và hệ thống bán quần áo trực tuyến. Đến năm 1997, Mango có cửa hàng tại kinh đô thời trang Paris, Pháp. Hiện tại, Mango có tổng cộng 12,200 nhân viên với hơn 2000 cửa hiệu trên toàn thế giới. Chính thức du nhập vào Việt Nam năm 2004, Mango nhanh chóng mang đến làn gió mới với xu hướng thời trang năng động, hiện đại và cá tính. Đây là thương hiệu tầm trung rất được yêu thích. Ngoài quần áo, giày dép, nước hoa… Mango còn phát triển dòng sản phẩm phụ kiện thời trang như túi xách, ví, kính mát, đồng hồ…</p>",99000,0,https://media-ak.static-adayroi.com/762_1100/90/h35/hf2/15739350646814.jpg,https://www.adayroi.com/ao-ba-lo-mango-23047684-dang-suong-hoa-tiet-ke-den-trang-hang-chinh-hang-p-727613?offer=727613_SNG
31,Áo giữ nhiệt Vicci cổ 3cm màu hồng phấn,"<ul><li>Được làm từ sợi vải đặc biệt, có khả năng giữ nhiệt tốt</li><li>Bề mặt vải mềm, không bai dão</li><li>Thiết kế cổ cao 3cm, tay dài</li><li>Xuất xứ: Việt Nam</li><li>Size người mẫu mặc: M</li><li>Số đo người mẫu: 92 - 61 - 90 - 176 (cm)</li></ul>","<p><strong>Áo gi</strong><strong>ữ nhiệt Vicci </strong><strong>cổ 3cm </strong><strong>màu </strong><strong>hồng phấn</strong> được may từ sợi vải đặc biệt có khả năng chuyển đổi hơi nước thành năng lượng nhiệt, tầng không khí giữa các sợi vải giúp nhiệt không bị thoát ra ngoài, giữ ấm cơ thể tốt, không bai dão khi giặt. Sản phẩm được thiết kế đơn giản, đường chỉ may tỉ mỉ, tinh tế, bề mặt vải êm mềm mang đến cho bạn cảm giác thoải mái tối đa.</p><p><strong>H</strong><strong>ướng dẫn </strong><strong>bảo quản</strong></p><ul><li>Giặt với nước ở nhiệt độ thường (30 độ C)</li><li>Tẩy thuốc không chứa Clo</li><li>Phơi thường không sấy, không rũ vải</li><li>Sấy thường ở nhiệt độ thấp</li><li>Ủi thường ở nhiệt độ thấp (110 độ C)</li></ul><p><strong>Thông tin thương hiệu</strong></p><p>Vicci là thương hiệu thời trang chuyên thiết kế và sản xuất các sản phẩm thời trang nam nữ. Với chất lượng cao cùng mẫu mã đa dạng, thời trang Vicci đang ngày càng có chỗ đứng vững chắc trên thị thường Việt Nam. Vicci cam kết không ngừng sáng tạo, đi trước đón đầu, đáp ứng nhu cầu thị trường và làm hài lòng khách hàng.</p>",169000,89000,https://media-ak.static-adayroi.com/762_1100/90/images/ha6/h06/14977612578846.jpg,https://www.adayroi.com/ao-giu-nhiet-vicci-co-3cm-mau-hong-phan-p-1352186?offer=1352186_M6J
32,Áo giữ nhiệt Vicci màu đỏ,"<ul><li>Được làm từ sợi vải đặc biệt, có khả năng giữ nhiệt tốt </li><li>Bề mặt vải mềm, không bai dão </li><li>Thiết kế cổ tròn, tay dài </li><li>Xuất xứ: Việt Nam </li><li>Size người mẫu mặc: M. Số đo người mẫu: 82 - 61 - 90 - 176 (cm) </li></ul>","<p><strong>Áo giữ nhiệt Vicci màu đỏ</strong> được may từ sợi vải đặc biệt có khả năng chuyển đổi hơi nước thành năng lượng nhiệt, tầng không khí giữa các sợi vải giúp nhiệt không bị thoát ra ngoài, giữ ấm cơ thể tốt, không bai dão khi giặt. Sản phẩm được thiết kế đơn giản, đường chỉ may tỉ mỉ, tinh tế, bề mặt vải êm mềm mang đến cho bạn cảm giác thoải mái tối đa.</p><p style=""text-align: center;""><img data-src=""https://cdn02.static-adayroi.com/0/2017/10/24/15088146266_9263822.jpg""/></p><p><strong>Hướng dẫn sử dụng</strong></p><ul><li>Giặt ở nhiệt độ thường</li><li>Tẩy thuốc không chứa Clo</li><li>Phơi thường không sấy, không rũ vải</li><li>Sấy thường ở nhiệt độ thấp</li><li>Ủi thường ở nhiệt độ thấp (110 độ C)</li></ul><p><strong>Thông tin thương hiệu</strong></p><p><strong>Vicci</strong> là thương hiệu thời trang chuyên thiết kế và sản xuất các sản phẩm thời trang nam nữ. Với chất lượng cao cùng mẫu mã đa dạng, thời trang <strong>Vicci </strong>đang ngày càng có chỗ đứng vững chắc trên thị thường Việt Nam. <strong>Vicci</strong> cam kết không ngừng sáng tạo, đi trước đón đầu, đáp ứng nhu cầu thị trường và làm hài lòng khách hàng.</p>",169000,89000,https://media-ak.static-adayroi.com/762_1100/90/h7c/h34/13311739068446.jpg,https://www.adayroi.com/ao-giu-nhiet-vicci-mau-do-p-PRI1299305?offer=PRI1299305_M6J
33,Áo giữ nhiệt Vicci cổ 3cm màu hồng sen,"<ul><li>Được làm từ sợi vải đặc biệt, có khả năng giữ nhiệt tốt</li><li>Bề mặt vải mềm, không bai dão</li><li>Thiết kế cổ cao 3cm, tay dài</li><li>Xuất xứ: Việt Nam</li><li>Size người mẫu mặc: M</li><li>Số đo người mẫu: 92 - 61 - 90 - 176 (cm)</li></ul>","<p><strong>Áo gi</strong><strong>ữ nhiệt Vicci </strong><strong>cổ 3cm </strong><strong>màu </strong><strong>hồng sen</strong> được may từ sợi vải đặc biệt có khả năng chuyển đổi hơi nước thành năng lượng nhiệt, tầng không khí giữa các sợi vải giúp nhiệt không bị thoát ra ngoài, giữ ấm cơ thể tốt, không bai dão khi giặt. Sản phẩm được thiết kế đơn giản, đường chỉ may tỉ mỉ, tinh tế, bề mặt vải êm mềm mang đến cho bạn cảm giác thoải mái tối đa.</p><p><strong>H</strong><strong>ướng dẫn </strong><strong>bảo quản</strong></p><ul><li>Giặt với nước ở nhiệt độ thường (30 độ C)</li><li>Tẩy thuốc không chứa Clo</li><li>Phơi thường không sấy, không rũ vải</li><li>Sấy thường ở nhiệt độ thấp</li><li>Ủi thường ở nhiệt độ thấp (110 độ C)</li></ul><p><strong>Thông tin thương hiệu</strong></p><p>Vicci là thương hiệu thời trang chuyên thiết kế và sản xuất các sản phẩm thời trang nam nữ. Với chất lượng cao cùng mẫu mã đa dạng, thời trang Vicci đang ngày càng có chỗ đứng vững chắc trên thị thường Việt Nam. Vicci cam kết không ngừng sáng tạo, đi trước đón đầu, đáp ứng nhu cầu thị trường và làm hài lòng khách hàng.</p>",169000,89000,https://media-ak.static-adayroi.com/762_1100/90/images/h4e/h78/14976360382494.jpg,https://www.adayroi.com/ao-giu-nhiet-vicci-co-3cm-mau-hong-sen-p-1352174?offer=1352174_M6J
34,Áo giữ nhiệt Vicci cổ 3cm màu xanh cốm,"<ul><li>Được làm từ sợi vải đặc biệt, có khả năng giữ nhiệt tốt</li><li>Bề mặt vải mềm, không bai dão</li><li>Thiết kế cổ cao 3cm, tay dài</li><li>Xuất xứ: Việt Nam</li><li>Size người mẫu mặc: L</li><li>Số đo người mẫu: 92 - 61 - 90 - 176 (cm)</li></ul>","<p><strong>Áo gi</strong><strong>ữ nhiệt Vicci </strong><strong>cổ 3cm </strong><strong>màu </strong><strong>xanh cốm</strong> được may từ sợi vải đặc biệt có khả năng chuyển đổi hơi nước thành năng lượng nhiệt, tầng không khí giữa các sợi vải giúp nhiệt không bị thoát ra ngoài, giữ ấm cơ thể tốt, không bai dão khi giặt. Sản phẩm được thiết kế đơn giản, đường chỉ may tỉ mỉ, tinh tế, bề mặt vải êm mềm mang đến cho bạn cảm giác thoải mái tối đa.</p><p><strong>H</strong><strong>ướng dẫn </strong><strong>bảo quản</strong></p><ul><li>Giặt với nước ở nhiệt độ thường (30 độ C)</li><li>Tẩy thuốc không chứa Clo</li><li>Phơi thường không sấy, không rũ vải</li><li>Sấy thường ở nhiệt độ thấp</li><li>Ủi thường ở nhiệt độ thấp (110 độ C)</li></ul><p><strong>Thông tin thương hiệu</strong></p><p>Vicci là thương hiệu thời trang chuyên thiết kế và sản xuất các sản phẩm thời trang nam nữ. Với chất lượng cao cùng mẫu mã đa dạng, thời trang Vicci đang ngày càng có chỗ đứng vững chắc trên thị thường Việt Nam. Vicci cam kết không ngừng sáng tạo, đi trước đón đầu, đáp ứng nhu cầu thị trường và làm hài lòng khách hàng.</p>",169000,89000,https://media-ak.static-adayroi.com/762_1100/90/images/he5/h8d/14977614282782.jpg,https://www.adayroi.com/ao-giu-nhiet-vicci-co-3cm-mau-xanh-com-p-1352211?offer=1352211_M6J
35,Áo giữ nhiệt Vicci màu trắng,"<ul><li>Được làm từ sợi vải đặc biệt, có khả năng giữ nhiệt tốt </li><li>Bề mặt vải mềm, không bai dão </li><li>Thiết kế cổ tròn, tay dài </li><li>Xuất xứ: Việt Nam </li><li>Size người mẫu mặc: M. Số đo người mẫu: 82 - 61 - 90 - 176 (cm) </li></ul>","<p><strong>Áo giữ nhiệt Vicci màu trắng</strong> được may từ sợi vải đặc biệt có khả năng chuyển đổi hơi nước thành năng lượng nhiệt, tầng không khí giữa các sợi vải giúp nhiệt không bị thoát ra ngoài, giữ ấm cơ thể tốt, không bai dão khi giặt. Sản phẩm được thiết kế đơn giản, đường chỉ may tỉ mỉ, tinh tế, bề mặt vải êm mềm mang đến cho bạn cảm giác thoải mái tối đa.</p><p style=""text-align: center;""><img data-src=""https://cdn02.static-adayroi.com/0/2017/10/24/1508815396296_9342351.jpg""/></p><p><strong>Hướng dẫn sử dụng</strong></p><ul><li>Giặt ở nhiệt độ thường</li><li>Tẩy thuốc không chứa Clo</li><li>Phơi thường không sấy, không rũ vải</li><li>Sấy thường ở nhiệt độ thấp</li><li>Ủi thường ở nhiệt độ thấp (110 độ C)</li></ul><p><strong>Thông tin thương hiệu</strong></p><p><strong>Vicci</strong> là thương hiệu thời trang chuyên thiết kế và sản xuất các sản phẩm thời trang nam nữ. Với chất lượng cao cùng mẫu mã đa dạng, thời trang <strong>Vicci </strong>đang ngày càng có chỗ đứng vững chắc trên thị thường Việt Nam. <strong>Vicci</strong> cam kết không ngừng sáng tạo, đi trước đón đầu, đáp ứng nhu cầu thị trường và làm hài lòng khách hàng.</p>",169000,89000,https://media-ak.static-adayroi.com/762_1100/90/h9a/h93/13155673899038.jpg,https://www.adayroi.com/ao-giu-nhiet-vicci-mau-trang-p-PRI1299330?offer=PRI1299330_M6J
36,Áo kiểu Mango 13000899 phối bèo xéo màu đỏ cam - Hàng chính hãng,"<ul><li>Thành phần vải: 100% Cotton</li><li>Kiểu dáng cổ tròn, tay ngắn</li><li>Tay áo nhún bèo, kèm viền bèo xéo ngang thân trước</li><li>Đường may tỉ mỉ, chắc chắn</li><li>Xuất xứ: Việt Nam, Ấn Độ, Cambodia,... (Xuất xứ khác nhau tùy theo từng lô hàng)</li></ul>","<p><strong>Áo kiểu Mango 13000899 phối bèo xéo màu đỏ cam</strong> được may từ chất liệu vải cao cấp, đường may tỉ mỉ, đem lại form dáng chuẩn, cảm giác thoải mái cho người mặc. Áo có kiểu dáng nhẹ nhàng và được viền bèo tạo điểm nhấn, cho bạn gái dễ dàng mix với các loại quần hoặc phụ kiện để thể hiện phong cách, cá tính riêng.</p><p><strong>Hướng dẫn bảo quản</strong></p><ul><li>Giặt máy ở nhiệt độ tối đa 30 độ C</li><li>Không được tẩy</li><li>Ủi ở nhiệt độ tối đa 110 độ C</li><li>Không được giặt khô</li><li>Không được sấy khô</li></ul><p><strong>Thông tin thương hiệu</strong></p><p>Thương hiệu Mango được hai anh em Isak Andic và Nahman Andic thành lập vào năm 1984 với cửa hàng đầu tiên đặt tại Barcelona’s Paseo de Gracia, Tây Ban Nha. Năm 1992, Mango có 100 cửa hiệu tại Tây Ban Nha và khai trương 2 cửa hiệu đầu tiên tại Bồ Đào Nha. Năm 1995, thương hiệu lần đầu tiên ra mắt website online và hệ thống bán quần áo trực tuyến. Đến năm 1997, Mango có cửa hàng tại kinh đô thời trang Paris, Pháp. Hiện tại, Mango có tổng cộng 12,200 nhân viên với hơn 2000 cửa hiệu trên toàn thế giới. Chính thức du nhập vào Việt Nam năm 2004, Mango nhanh chóng mang đến làn gió mới với xu hướng thời trang năng động, hiện đại và cá tính. Đây là thương hiệu tầm trung rất được yêu thích. Ngoài quần áo, giày dép, nước hoa… Mango còn phát triển dòng sản phẩm phụ kiện thời trang như túi xách, ví, kính mát, đồng hồ…</p>",299000,0,https://media-ak.static-adayroi.com/762_1100/90/hca/h7a/15876299784222.jpg,https://www.adayroi.com/ao-kieu-mango-13000899-phoi-beo-xeo-mau-do-cam-hang-chinh-hang-p-843782?offer=843782_SNG
37,Áo kiểu H:CONNECT cổ V tay lỡ phối viền ren màu xanh da trời,"<ul><li style=""text-align: justify;"">Chất liệu vải Cotton mềm mại, bền đẹp</li><li style=""text-align: justify;"">Kiểu dáng cổ xẻ V thắt dây, tay lỡ</li><li style=""text-align: justify;"">Dáng suông rộng, vạt lệch</li><li style=""text-align: justify;"">Đường may chắc chắn, tỉ mỉ</li><li style=""text-align: justify;"">Xuất xứ: Hàn Quốc</li></ul>","<p style=""text-align: justify;""><strong>Áo kiểu H:CONNECT cổ V tay lỡ phối viền ren màu xanh da trời</strong> với thiết kế kiểu dáng và gam màu thời trang, mang đến cho bạn nữ sự trẻ trung, sành điệu cũng như dễ dàng phối cùng các trang phục. Bên cạnh đó, áo được may từ chất liệu vải Cotton mềm mại, đường may chắc chắn, tỉ mỉ không chỉ đem lại sự thoải mái và dễ chịu khi mặc mà còn giúp sản phẩm có độ bền cao.</p><p style=""text-align: justify;""><strong>Hướng dẫn bảo quản</strong>  </p><ul><li style=""text-align: justify;"">Giặt máy ở chế độ nhẹ, ưu tiên giặt tay, nước không quá 30 độ C</li><li style=""text-align: justify;"">Không tẩy</li><li style=""text-align: justify;"">Sấy khô ở nhiệt độ thấp</li><li style=""text-align: justify;"">Ủi ở nhiệt độ thấp</li><li style=""text-align: justify;"">Không phơi trực tiếp dưới ánh nắng mặt trời</li></ul><p style=""text-align: justify;""><strong>Thông tin thương hiệu</strong></p><p style=""text-align: justify;"">H:CONNECT là nhãn hàng thời trang hướng đến sự hiện đại, dành cho những ai mong muốn thể hiện cá tính riêng của bản thân, có lòng đam mê với thời trang và đặc biệt yêu thích phong cách thời trang Hàn Quốc. H:CONNECT là một nhãn hiệu đương đại toàn cầu với sự kết nối chặt chẽ giữa phong cách thời trang đặc sắc và hiện đại. H:CONNECT hứa hẹn sẽ mang đến những sản phẩm chất lượng cao, theo sát xu hướng thời trang thế giới, phù hợp nhu cầu thiết yếu và bán với mức giá phải chăng. H:CONNECT được các ngôi sao K-Pop hàng đầu ưa chuộng như Girl's Generation, U-EE, BoA, F(X) và Shinee; đồng thời, trở thành điểm đến cho các tín đồ thời trang yêu thích sự thanh lịch, hiện đại.</p>",299000,0,https://media-ak.static-adayroi.com/762_1100/90/h6b/h24/16314930102302.jpg,https://www.adayroi.com/ao-kieu-h-connect-co-v-tay-lo-phoi-vien-ren-mau-xanh-da-troi-p-1649696?offer=1649696_153106
